1000000,0,0,0.0065
1000000,3,0.33,0.0071
1000000,7,0.77,0.011
1000000,12,1.1212,0.018
1000000,15,0.7108,0.0245
700000,0,0,0.0067
700000,3,0.33,0.0075
700000,7,0.77,0.0118
700000,12,1.0390,0.0195
700000,15,0.4907,0.1170
160000,0,0,0.0103
160000,3,0.33,0.0114
160000,7,0.7460,0.017
160000,12,0.1533,0.1340
160000,15,0.3082,0.19
360000,0,0,0.0079
360000,3,0.33,0.0089
360000,7,0.77,0.0135
360000,12,0.4832,0.0217
360000,15,0.3306,0.1900
