1.832074930359873e-06,0.01150204391220436,2,0.05,1.5,45,160000,0
-4.594762855941657e-07,0.01150079561055763,2,0.05,1.5,40,160000,0
3.893471853900267e-06,0.01150295947287486,2,0.05,1.5,50,160000,0
5.774365854306826e-06,0.01150365657125438,2,0.05,1.5,55,160000,0
-2.314641053790518e-06,0.0114958550085565,2,0.05,1.2,45,160000,0
3.531828441901792e-06,0.01149089740390067,2,0.05,1.2,40,160000,0
3.289278937673359e-07,0.01149678839512877,2,0.05,1.2,50,160000,0
2.503100750327212e-06,0.01149749735875937,2,0.05,1.2,55,160000,0
5.780745210045534e-06,0.01150398148886402,2,0.05,1.7,45,160000,0
3.400915401344024e-06,0.01150276513306686,2,0.05,1.7,40,160000,0
7.598524315449752e-06,0.01150487462870853,2,0.05,1.7,50,160000,0
5.108694022009074e-07,0.01150946904540614,2,0.05,1.7,55,160000,0
3.834637105962137e-06,0.01151028058254574,2,0.05,2,45,160000,0
1.07893869790892e-06,0.01150907865981383,2,0.05,2,40,160000,0
5.838036453504667e-06,0.01151116503608453,2,0.05,2,50,160000,0
6.939747511735374e-06,0.01151184121997759,2,0.05,2,55,160000,0
-0.0001240131701604895,0.01397596214704465,2,0.0,1.5,45,160000,0
-0.0001240130837331991,0.01397600793671613,2,0.0,1.5,40,160000,0
-0.0001240128956637926,0.01397592572437063,2,0.0,1.5,50,160000,0
-0.0001240125856996813,0.01397589591262397,2,0.0,1.5,55,160000,0
-0.0001215060874118406,0.01455575472900522,2,0.0,1.2,45,160000,0
-0.0001215059885534996,0.01455575399842813,2,0.0,1.2,40,160000,0
-0.0001215061665175561,0.01455575531154616,2,0.0,1.2,50,160000,0
-0.00012150623080661,0.01455575578269407,2,0.0,1.2,55,160000,0
-0.0001191110824369084,0.01371477113649249,2,0.0,1.7,45,160000,0
-0.0001191116878581019,0.01371482443322908,2,0.0,1.7,40,160000,0
-0.0001191106397111336,0.01371472856520775,2,0.0,1.7,50,160000,0
-0.0001191101884347845,0.01371469385393022,2,0.0,1.7,55,160000,0
-0.0001176005029848397,0.01343767376173381,2,0.0,2,45,160000,0
-0.0001176046107594295,0.01343772477934984,2,0.0,2,40,160000,0
-0.0001175972516384479,0.01343763310229932,2,0.0,2,50,160000,0
-0.0001175946147424717,0.0134375999222793,2,0.0,2,55,160000,0
7.703693927365594e-06,0.0115087071209822,2,0.2,1.5,45,160000,0
5.782849140091327e-06,0.01150803340616857,2,0.2,1.5,40,160000,0
9.455291381894406e-06,0.01150920356104793,2,0.2,1.5,50,160000,0
1.087264216236638e-06,0.01151360243152505,2,0.2,1.5,55,160000,0
5.650572576118382e-06,0.01150242006952606,2,0.2,1.2,45,160000,0
3.63119927511493e-06,0.01150174783856422,2,0.2,1.2,40,160000,0
7.235829082911555e-06,0.01150291314961932,2,0.2,1.2,50,160000,0
8.22443206732816e-06,0.01150328945548382,2,0.2,1.2,55,160000,0
3.622280938056476e-06,0.01151467018660712,2,0.2,1.7,45,160000,0
1.196690938703262e-06,0.0115139847647808,2,0.2,1.7,40,160000,0
5.23006940954183e-06,0.01151517530657493,2,0.2,1.7,50,160000,0
6.797818234664777e-06,0.01151556237920609,2,0.2,1.7,55,160000,0
8.375408915572375e-06,0.0115170151575232,2,0.2,2,45,160000,0
6.582959549670826e-06,0.01151633329162784,2,0.2,2,40,160000,0
9.874699444451047e-06,0.01151751710807896,2,0.2,2,50,160000,0
1.120394635214139e-05,0.01151790349922535,2,0.2,2,55,160000,0
6.287644175605967e-06,0.01151300529517467,2,0.7,1.5,45,160000,0
4.366016089660701e-06,0.01151237904006496,2,0.7,1.5,40,160000,0
7.71667939281442e-06,0.01151347275926395,2,0.7,1.5,50,160000,0
9.007773311373448e-06,0.01151383384897477,2,0.7,1.5,55,160000,0
5.098182195857559e-06,0.01150650166351404,2,0.7,1.2,45,160000,0
3.18894227644431e-06,0.01150588467517339,2,0.7,1.2,40,160000,0
6.401401171710175e-06,0.0115069401418975,2,0.7,1.2,50,160000,0
7.683356815752981e-06,0.01150729489406193,2,0.7,1.2,55,160000,0
1.09026771994032e-05,0.01151500192987586,2,0.7,1.7,45,160000,0
9.198448517966418e-06,0.01151437721482866,2,0.7,1.7,40,160000,0
2.387052534889123e-06,0.01151960846306378,2,0.7,1.7,50,160000,0
3.670018744816542e-06,0.01151997654060721,2,0.7,1.7,55,160000,0
-1.27639933482611e-05,0.01147975270325301,2,0.7,2,45,160000,0
-1.235778774171543e-05,0.01147925707001869,2,0.7,2,40,160000,0
-1.31424559528989e-05,0.0114801235495774,2,0.7,2,50,160000,0
-1.344642954657957e-05,0.0114804100638291,2,0.7,2,55,160000,0
-1.123728125528651e-06,0.0115020975079623,3,0.05,1.5,45,160000,0
5.139915930963658e-06,0.01149708513234753,3,0.05,1.5,40,160000,0
1.049573961452874e-06,0.01150299943250208,3,0.05,1.5,50,160000,0
2.678431433224377e-06,0.01150368347937568,3,0.05,1.5,55,160000,0
2.035531438454268e-06,0.01149226222773113,3,0.05,1.2,45,160000,0
5.415382625072181e-08,0.0114910304174039,3,0.05,1.2,40,160000,0
-4.385542866345666e-06,0.01149689229448139,3,0.05,1.2,50,160000,0
-2.321018120584329e-06,0.01149758466253806,3,0.05,1.2,55,160000,0
3.24504118536115e-06,0.01150403470306121,3,0.05,1.7,45,160000,0
1.145679721467757e-06,0.01150283135378679,3,0.05,1.7,40,160000,0
5.244256028437183e-06,0.01150491662855757,3,0.05,1.7,50,160000,0
6.799868084389864e-06,0.01150558793987799,3,0.05,1.7,55,160000,0
1.50443126678548e-06,0.01151034578923483,3,0.05,2,45,160000,0
7.249420046707646e-06,0.01150526260784255,3,0.05,2,40,160000,0
3.495700669500557e-06,0.01151122064590056,3,0.05,2,50,160000,0
5.54625744701256e-06,0.01151188745254151,3,0.05,2,55,160000,0
-0.0001210624890094773,0.0139688250895719,3,0.0,1.5,45,160000,0
-0.0001210628459912908,0.0139688710702054,3,0.0,1.5,40,160000,0
-0.0001210621639396215,0.01396878835979998,3,0.0,1.5,50,160000,0
-0.0001210619862264509,0.01396875841249218,3,0.0,1.5,55,160000,0
-0.0001191944010554617,0.01455019983947147,3,0.0,1.2,45,160000,0
-0.0001191942960111627,0.01455019908934872,3,0.0,1.2,40,160000,0
-0.0001191944857310421,0.01455020043630363,3,0.0,1.2,50,160000,0
-0.0001191945555834186,0.01455020092318571,3,0.0,1.2,55,160000,0
-0.0001157204818319792,0.01370452443819692,3,0.0,1.7,45,160000,0
-0.0001157211939644437,0.01370457752390431,3,0.0,1.7,40,160000,0
-0.0001157197475779064,0.01370448201070409,3,0.0,1.7,50,160000,0
-0.0001157189607402197,0.01370444739011678,3,0.0,1.7,55,160000,0
-0.0001146384710513884,0.01342446560207688,3,0.0,2,45,160000,0
-0.0001146417935587133,0.01342451549888778,3,0.0,2,40,160000,0
-0.0001146359255433794,0.01342442576371147,3,0.0,2,50,160000,0
-0.000114633770665602,0.01342439324831425,3,0.0,2,55,160000,0
4.334144784526491e-06,0.01150858180775837,3,0.2,1.5,45,160000,0
2.86620470053313e-06,0.01150792444918241,3,0.2,1.5,40,160000,0
5.939255759455408e-06,0.01150906498855782,3,0.2,1.5,50,160000,0
7.365438890979474e-06,0.01150942921194773,3,0.2,1.5,55,160000,0
1.11200521637689e-06,0.01150231728411098,3,0.2,1.2,45,160000,0
-4.642984000925837e-07,0.01150166624839047,3,0.2,1.2,40,160000,0
3.293928328740713e-06,0.01150279273173561,3,0.2,1.2,50,160000,0
4.730073643762676e-06,0.01150315368463502,3,0.2,1.2,55,160000,0
-6.172775131251014e-09,0.01151456346085809,3,0.2,1.7,45,160000,0
7.705771080924685e-06,0.0115098893407845,3,0.2,1.7,40,160000,0
1.670337668968541e-06,0.0115150523031144,3,0.2,1.7,50,160000,0
3.280511629705423e-06,0.01151542412106245,3,0.2,1.7,55,160000,0
5.97920660807723e-06,0.01151693555751108,3,0.2,2,45,160000,0
3.953969043539474e-06,0.01151626935291572,3,0.2,2,40,160000,0
7.428767344323047e-06,0.01151742337447676,3,0.2,2,50,160000,0
8.616119822929739e-06,0.01151779667845626,3,0.2,2,55,160000,0
2.470553300856393e-06,0.01151270228185317,3,0.7,1.5,45,160000,0
6.099853577548539e-07,0.01151209878712034,3,0.7,1.5,40,160000,0
